Date,Indicator,Value,Year,Classification,Category,Region,Consumption (GWh)
2018-08,Central region - Average - (GW),17.5,2018,Customers numbers,Commercial,Western,422030
2018-08,Southern region - Minimum - (GW),3.7,2018,Customers numbers,Government,Southern,31302
2018-09,Western region - Average - (GW),14,2018,Customers numbers,Others,Eastern,37511
2018-10,Western region - Minimum - (GW),9.2,2018,Customers numbers,Sum by regions,Eastern,1455418
2018-11,Eastern region - Maximum (GW),14.8,2018,Customers numbers,Sum by regions,Sum by category,8112539
2018-11,Central region - Minimum - (GW),6,2018,Customers numbers,Government,Eastern,25380
2018-12,Eastern region - Maximum (GW),12.5,2018,Customers numbers,Industrial,Central,3577
2019-01,Southern region - Minimum - (GW),2.5,2019,Customers numbers,Industrial,Eastern,2767
2019-03,Southern region - Average - (GW),3.6,2019,Customers numbers,Industrial,Western,3388
2019-04,Central region - Average - (GW),9.4,2019,Customers numbers,Residential,Central,2199852
2019-06,Central region - Maximum - (GW),19.5,2019,Customers numbers,Residential,Southern,1062323
2019-06,Southern region - Minimum - (GW),1.9,2019,Customers numbers,Residential,Sum by category,7103515
2019-07,Eastern region - Average (GW),16.5,2019,Customers numbers,Commercial,Eastern,303182
2019-07,Central region - Minimum - (GW),14.2,2019,Customers numbers,Commercial,Sum by category,1577157
2019-08,Eastern region - Average (GW),16.5,2019,Customers numbers,Government,Western,48975
2019-08,Central region - Maximum - (GW),19.7,2019,Customers numbers,Industrial,Western,3677
2019-09,Western region - Minimum - (GW),11.2,2019,Customers numbers,Others,Southern,30874
2019-09,Central region - Minimum - (GW),12.9,2019,Customers numbers,Sum by regions,Central,2918041
2019-09,Southern region - Maximum - (GW),5.6,2019,Customers numbers,Residential,Eastern,1303214
2019-12,Western region - Average - (GW),7.5,2019,Customers numbers,Residential,Southern,1124062
2019-12,Southern region - Average - (GW),3.6,2019,Customers numbers,Commercial,Eastern,309530
2012-09,Eastern region - Minimum (GW),8.6,2012,Customers numbers,Government,Central,48737
2012-11,Western region - Minimum - (GW),5.1,2012,Customers numbers,Industrial,Eastern,2993
2012-11,Southern region - Minimum - (GW),1.9,2012,Customers numbers,Industrial,Southern,649
2012-12,Western region - Maximum - (GW),8.4,2012,Customers numbers,Industrial,Sum by category,11470
2012-12,Southern region - Maximum - (GW),3.1,2012,Energy sales,Government,Western,7409
2013-02,Eastern region - Minimum (GW),7.2,2013,Energy sales,Industrial,Southern,686
2013-02,Southern region - Maximum - (GW),3.1,2013,Energy sales,Others,Eastern,2130
2013-04,Eastern region - Minimum (GW),8.3,2013,Customers numbers,Commercial,Sum by category,642876
2013-05,Central region - Maximum - (GW),14.3,2013,Customers numbers,Government,Southern,15041
2013-06,Western region - Minimum - (GW),9.3,2013,Customers numbers,Industrial,Sum by category,6349
2013-07,Western region - Minimum - (GW),10.8,2013,Customers numbers,Others,Central,58728
2013-07,Southern region - Average - (GW),3.8,2013,Customers numbers,Others,Eastern,24147
2013-08,Western region - Maximum - (GW),13.6,2013,Customers numbers,Sum by regions,Eastern,844821
2013-08,Western region - Average - (GW),11.9,2013,Customers numbers,Commercial,Central,266132
2013-09,Western region - Maximum - (GW),14.2,2013,Customers numbers,Commercial,Eastern,156718
2013-09,Central region - Minimum - (GW),8.2,2013,Customers numbers,Government,Western,39174
2013-10,Eastern region - Maximum (GW),13.5,2013,Customers numbers,Industrial,Sum by category,6775
2013-10,Southern region - Maximum - (GW),3.8,2013,Customers numbers,Sum by regions,Central,1628357
2013-10,Southern region - Average - (GW),3.1,2013,Customers numbers,Sum by regions,Eastern,885785
2013-11,Western region - Minimum - (GW),5.7,2013,Customers numbers,Residential,Southern,630653
2013-11,Western region - Maximum - (GW),10.4,2013,Customers numbers,Commercial,Central,279905
2013-12,Central region - Minimum - (GW),5,2013,Customers numbers,Commercial,Eastern,164074
2014-01,Western region - Maximum - (GW),8.3,2014,Customers numbers,Commercial,Southern,38959
2014-02,Eastern region - Minimum (GW),8.6,2014,Customers numbers,Commercial,Sum by category,711571
2014-02,Central region - Minimum - (GW),5.1,2014,Customers numbers,Sum by regions,Central,1702487
2014-02,Southern region - Average - (GW),2.7,2014,Customers numbers,Sum by regions,Sum by category,5434698
2014-03,Eastern region - Average (GW),10.3,2014,Customers numbers,Government,Southern,18344
2014-03,Western region - Average - (GW),8,2014,Customers numbers,Government,Sum by category,120393
2014-03,Central region - Maximum - (GW),9.9,2014,Customers numbers,Industrial,Central,2483
2014-05,Western region - Maximum - (GW),13.2,2014,Customers numbers,Others,Central,64705
2014-05,Southern region - Average - (GW),3.7,2014,Customers numbers,Sum by regions,Eastern,985377
2014-06,Western region - Minimum - (GW),9.7,2014,Customers numbers,Sum by regions,Sum by category,5716173
2014-07,Southern region - Average - (GW),4.1,2014,Customers numbers,Residential,Eastern,803205
2014-08,Western region - Maximum - (GW),15.2,2014,Customers numbers,Government,Central,37800
2014-10,Eastern region - Average (GW),13.5,2014,Customers numbers,Government,Sum by category,121054
2014-10,Western region - Average - (GW),10.9,2014,Customers numbers,Industrial,Southern,232
2014-11,Eastern region - Minimum (GW),9.6,2014,Customers numbers,Others,Central,66759
2014-11,Western region - Maximum - (GW),10.6,2014,Customers numbers,Others,Sum by category,148821
2014-11,Central region - Average - (GW),7.1,2014,Customers numbers,Sum by regions,Western,2273847
2014-11,Southern region - Maximum - (GW),3.8,2014,Customers numbers,Residential,Central,1548171
2014-12,Eastern region - Maximum (GW),12,2014,Customers numbers,Commercial,Sum by category,1036935
2014-12,Western region - Minimum - (GW),5.8,2014,Customers numbers,Industrial,Central,2725
2014-12,Central region - Minimum - (GW),5.3,2014,Customers numbers,Others,Eastern,30803
2015-03,Western region - Minimum - (GW),6.2,2015,Customers numbers,Others,Western,35198
2015-04,Western region - Average - (GW),9.4,2015,Customers numbers,Others,Sum by category,157326
2015-07,Eastern region - Minimum (GW),13.9,2015,Customers numbers,Residential,Central,1648082
2015-08,Central region - Maximum - (GW),19.9,2015,Customers numbers,Residential,Southern,761167
2015-09,Eastern region - Maximum (GW),18.2,2015,Customers numbers,Residential,Western,2019717
2015-10,Eastern region - Average (GW),11.5,2015,Customers numbers,Commercial,Western,398327
2015-11,Eastern region - Average (GW),10.8,2015,Customers numbers,Government,Eastern,21329
2015-12,Central region - Maximum - (GW),11.3,2015,Customers numbers,Government,Sum by category,125732
2016-01,Western region - Maximum - (GW),8.8,2016,Customers numbers,Industrial,Southern,324
2016-01,Southern region - Minimum - (GW),2.1,2016,Customers numbers,Others,Central,73347
2016-01,Southern region - Maximum - (GW),3.8,2016,Customers numbers,Sum by regions,Sum by category,6746646
2016-02,Western region - Maximum - (GW),9.7,2016,Customers numbers,Government,Western,41495
2016-03,Eastern region - Minimum (GW),10,2016,Customers numbers,Others,Southern,23451
2016-03,Eastern region - Maximum (GW),13.3,2016,Customers numbers,Sum by regions,Central,2297006
2016-03,Western region - Average - (GW),9.2,2016,Customers numbers,Sum by regions,Eastern,1272524
2016-03,Southern region - Minimum - (GW),2.6,2016,Customers numbers,Sum by regions,Southern,975792
2016-04,Western region - Minimum - (GW),7,2016,Customers numbers,Residential,Sum by category,5947613
2016-04,Western region - Maximum - (GW),13.7,2016,Customers numbers,Commercial,Eastern,246559
2016-04,Central region - Maximum - (GW),14.3,2016,Customers numbers,Government,Sum by category,143810
2016-04,Central region - Average - (GW),9.8,2016,Customers numbers,Industrial,Sum by category,9340
2016-05,Western region - Maximum - (GW),15.7,2016,Customers numbers,Commercial,Sum by category,1323787
2016-05,Southern region - Average - (GW),4.2,2016,Customers numbers,Government,Eastern,24575
2016-06,Southern region - Minimum - (GW),3.8,2016,Customers numbers,Industrial,Central,3347
2016-06,Southern region - Maximum - (GW),5.6,2016,Customers numbers,Industrial,Eastern,2557
2016-07,Eastern region - Minimum (GW),14.6,2016,Customers numbers,Commercial,Central,542036
2016-07,Western region - Minimum - (GW),10.5,2016,Customers numbers,Government,Central,47022
2016-08,Central region - Minimum - (GW),13.6,2016,Customers numbers,Industrial,Southern,452
2016-09,Eastern region - Maximum (GW),18.3,2016,Customers numbers,Others,Western,50913
2016-11,Eastern region - Minimum (GW),10.5,2016,Customers numbers,Others,Sum by category,209682
2016-11,Western region - Maximum - (GW),12,2016,Customers numbers,Sum by regions,Central,2795226
2016-12,Southern region - Maximum - (GW),4.1,2016,Customers numbers,Sum by regions,Southern,1203944
2016-12,Southern region - Average - (GW),3.3,2016,Customers numbers,Residential,Eastern,1249881
2017-02,Central region - Maximum - (GW),17.9,2017,Customers numbers,Government,Southern,34939
2017-03,Eastern region - Maximum (GW),12.5,2017,Customers numbers,Industrial,Eastern,2858
2017-04,Western region - Average - (GW),11,2017,Customers numbers,Industrial,Sum by category,10783
2017-04,Central region - Minimum - (GW),7.2,2017,Customers numbers,Others,Central,94724
2017-05,Eastern region - Maximum (GW),17.5,2017,Customers numbers,Residential,Sum by category,7420818
2017-05,Western region - Maximum - (GW),15.6,2017,Customers numbers,Industrial,Central,3941
2017-07,Eastern region - Minimum (GW),14.9,2017,Customers numbers,Sum by regions,Eastern,1681458
2017-07,Eastern region - Maximum (GW),18.8,2017,Customers numbers,Residential,Eastern,1349150
2017-07,Southern region - Maximum - (GW),5.7,2017,Customers numbers,Commercial,Southern,177704
2017-08,Western region - Average - (GW),15.1,2017,Customers numbers,Government,Central,49050
2017-10,Southern region - Maximum - (GW),5.1,2017,Customers numbers,Industrial,Western,3909
2017-11,Eastern region - Maximum (GW),14.8,2017,Customers numbers,Industrial,Sum by category,11819
2017-12,Eastern region - Minimum (GW),9.8,2017,Customers numbers,Sum by regions,Southern,1438077
2017-12,Central region - Average - (GW),8.4,2017,Energy sales,Residential,Western,30071
2018-01,Eastern region - Maximum (GW),12.1,2018,Energy sales,Residential,Sum by category,78588
2018-01,Southern region - Maximum - (GW),4,2018,Energy sales,Others,Southern,687
2018-03,Eastern region - Maximum (GW),12.5,2018,Energy sales,Others,Western,4396
2018-03,Southern region - Average - (GW),3.7,2018,Energy sales,Others,Sum by category,10992
2018-04,Eastern region - Average (GW),13,2018,Energy sales,Residential,Southern,9248
2018-04,Southern region - Minimum - (GW),2.8,2018,Energy sales,Government,Western,4909
2018-05,Western region - Minimum - (GW),9.6,2018,Energy sales,Others,Eastern,1518
2018-05,Southern region - Average - (GW),4.5,2018,Energy sales,Others,Sum by category,11539
2018-07,Southern region - Maximum - (GW),5.7,2018,Energy sales,Sum by regions,Central,48504
2018-08,Central region - Maximum - (GW),20.2,2018,Energy sales,Sum by regions,Eastern,54690
2018-08,Southern region - Average - (GW),4.9,2018,Energy sales,Sum by regions,Sum by category,168860
2018-10,Eastern region - Average (GW),14.8,2018,Energy sales,Residential,Southern,9953
2018-10,Western region - Average - (GW),11.9,2018,Energy sales,Government,Western,5831
2018-11,Central region - Maximum - (GW),11.7,2018,Energy sales,Others,Sum by category,11421
2018-12,Eastern region - Minimum (GW),9.8,2018,Energy sales,Sum by regions,Southern,13021
2018-12,Western region - Average - (GW),7.8,2018,Energy sales,Sum by regions,Western,57189
2019-01,Western region - Maximum - (GW),9,2019,Energy sales,Commercial,Central,7585
2019-02,Western region - Maximum - (GW),9.1,2019,Customers numbers,Sum by regions,Eastern,1455418
2019-02,Central region - Average - (GW),8,2019,Customers numbers,Sum by regions,Sum by category,8112539
2019-06,Eastern region - Average (GW),16.3,2019,Customers numbers,Government,Eastern,25380
2019-06,Western region - Maximum - (GW),15.6,2019,Customers numbers,Industrial,Central,3577
2009-01,Western region - Maximum - (GW),7,2009,Customers numbers,Industrial,Eastern,2767
2009-01,Western region - Average - (GW),5.3,2009,Customers numbers,Industrial,Western,3388
2009-01,Southern region - Average - (GW),1.8,2009,Customers numbers,Residential,Central,2199852
2009-02,Western region - Maximum - (GW),7.5,2009,Customers numbers,Residential,Southern,1062323
2009-03,Western region - Maximum - (GW),9.1,2009,Customers numbers,Residential,Sum by category,7103515
2009-03,Central region - Maximum - (GW),7.9,2009,Customers numbers,Commercial,Eastern,303182
2009-03,Central region - Average - (GW),5.8,2009,Customers numbers,Commercial,Sum by category,1577157
2009-03,Southern region - Maximum - (GW),2.5,2009,Customers numbers,Government,Western,48975
2009-04,Western region - Minimum - (GW),5.2,2009,Customers numbers,Industrial,Western,3677
2009-04,Southern region - Minimum - (GW),1.6,2009,Customers numbers,Others,Southern,30874
2009-04,Southern region - Average - (GW),2.3,2009,Customers numbers,Sum by regions,Central,2918041
2009-05,Eastern region - Average (GW),10.3,2009,Customers numbers,Residential,Eastern,1303214
2009-06,Eastern region - Maximum (GW),12.8,2009,Customers numbers,Residential,Southern,1124062
2009-06,Western region - Average - (GW),10.4,2009,Customers numbers,Commercial,Eastern,309530
2009-06,Central region - Maximum - (GW),14,2009,Customers numbers,Government,Central,48737
2009-06,Southern region - Minimum - (GW),2.2,2009,Customers numbers,Industrial,Eastern,2993
2009-07,Eastern region - Minimum (GW),10.1,2009,Customers numbers,Industrial,Southern,649
2009-07,Eastern region - Average (GW),11.7,2009,Customers numbers,Industrial,Sum by category,11470
2009-07,Central region - Maximum - (GW),13.3,2009,Customers numbers,Government,Western,44814
2009-08,Eastern region - Maximum (GW),13.4,2009,Customers numbers,Industrial,Central,4140
2009-08,Eastern region - Average (GW),12.2,2009,Customers numbers,Industrial,Southern,696
2009-08,Western region - Maximum - (GW),13.2,2009,Customers numbers,Others,Sum by category,233616
2009-08,Central region - Maximum - (GW),13.4,2009,Customers numbers,Sum by regions,Central,3122954
2009-08,Southern region - Average - (GW),2.8,2009,Customers numbers,Sum by regions,Western,3463863
2009-09,Western region - Average - (GW),10.2,2009,Energy sales,Residential,Central,25110
2009-09,Central region - Minimum - (GW),7.2,2009,Energy sales,Residential,Eastern,15229
2009-10,Eastern region - Average (GW),10.2,2009,Energy sales,Government,Western,4872
2009-10,Western region - Minimum - (GW),6.4,2009,Energy sales,Government,Sum by category,16831
2009-10,Central region - Minimum - (GW),5.3,2009,Energy sales,Industrial,Western,5648
2009-11,Western region - Maximum - (GW),9.7,2009,Energy sales,Others,Central,4513
2009-11,Southern region - Maximum - (GW),2.7,2009,Energy sales,Sum by regions,Southern,11010
2009-12,Central region - Minimum - (GW),4.1,2009,Energy sales,Commercial,Eastern,4779
2010-01,Eastern region - Minimum (GW),6.2,2010,Energy sales,Commercial,Western,5742
2010-01,Central region - Maximum - (GW),6.9,2010,Energy sales,Commercial,Sum by category,17191
2010-01,Southern region - Minimum - (GW),1.3,2010,Energy sales,Government,Central,7130
2010-02,Eastern region - Maximum (GW),8.5,2010,Energy sales,Industrial,Eastern,26568
2010-02,Eastern region - Average (GW),7.4,2010,Energy sales,Others,Southern,727
2010-02,Western region - Average - (GW),5.8,2010,Energy sales,Others,Western,4386
2010-02,Central region - Maximum - (GW),7.2,2010,Energy sales,Commercial,Central,7111
2010-02,Central region - Average - (GW),5.1,2010,Energy sales,Government,Central,7584
2010-04,Central region - Maximum - (GW),9.2,2010,Energy sales,Government,Southern,1268
2010-04,Southern region - Minimum - (GW),1.6,2010,Energy sales,Industrial,Southern,106
2010-04,Southern region - Average - (GW),2.3,2010,Energy sales,Sum by regions,Central,55984
2010-05,Western region - Minimum - (GW),6.3,2010,Energy sales,Sum by regions,Sum by category,187163
2010-05,Southern region - Maximum - (GW),3.1,2010,Energy sales,Residential,Sum by category,101169
2010-06,Eastern region - Average (GW),11.5,2010,Energy sales,Industrial,Central,3860
2010-06,Central region - Minimum - (GW),8.7,2010,Energy sales,Industrial,Western,7960
2010-08,Western region - Average - (GW),11.4,2010,Energy sales,Industrial,Sum by category,38864
2010-08,Central region - Average - (GW),11.5,2010,Energy sales,Others,Central,6482
2010-08,Southern region - Maximum - (GW),3.3,2010,Energy sales,Others,Western,4189
2010-09,Eastern region - Average (GW),11.4,2010,Energy sales,Sum by regions,Central,58584
2010-09,Western region - Minimum - (GW),7.5,2010,Energy sales,Sum by regions,Western,65292
2010-10,Eastern region - Minimum (GW),8.1,2010,Energy sales,Residential,Central,34836
2010-10,Western region - Maximum - (GW),11.4,2010,Energy sales,Commercial,Southern,2244
2010-10,Central region - Maximum - (GW),10.8,2010,Energy sales,Government,Central,9218
2010-10,Southern region - Minimum - (GW),1.6,2010,Energy sales,Others,Eastern,1933
2010-11,Central region - Average - (GW),5.2,2010,Energy sales,Sum by regions,Central,63745
2010-12,Eastern region - Average (GW),7.6,2010,Energy sales,Residential,Eastern,21311
2010-12,Central region - Maximum - (GW),7.5,2010,Energy sales,Commercial,Eastern,6767
2010-12,Southern region - Minimum - (GW),1.3,2010,Energy sales,Government,Central,8759
2010-12,Southern region - Average - (GW),2,2010,Energy sales,Others,Central,5506
2011-03,Eastern region - Minimum (GW),6.9,2011,Energy sales,Others,Eastern,1895
2011-03,Eastern region - Maximum (GW),9.4,2011,Energy sales,Others,Sum by category,11901
2011-03,Eastern region - Average (GW),8,2011,Energy sales,Sum by regions,Central,67663
2011-03,Southern region - Minimum - (GW),1.5,2011,Energy sales,Commercial,Central,12172
2011-04,Eastern region - Average (GW),9,2011,Energy sales,Commercial,Western,14126
2011-04,Southern region - Minimum - (GW),1.7,2011,Energy sales,Residential,Eastern,25867
2011-04,Southern region - Maximum - (GW),3.2,2011,Energy sales,Residential,Sum by category,134363
2011-05,Eastern region - Maximum (GW),12.7,2011,Energy sales,Commercial,Southern,3581
2011-05,Eastern region - Average (GW),11.1,2011,Energy sales,Government,Southern,3195
2011-05,Western region - Average - (GW),9.4,2011,Energy sales,Government,Sum by category,30280
2011-05,Central region - Average - (GW),10.5,2011,Energy sales,Sum by regions,Eastern,82360
2011-06,Eastern region - Maximum (GW),13.3,2011,Energy sales,Industrial,Eastern,32412
2011-06,Western region - Average - (GW),10.5,2011,Energy sales,Industrial,Sum by category,51857
2011-06,Central region - Average - (GW),11.9,2011,Energy sales,Commercial,Central,17030
2011-07,Eastern region - Average (GW),12.2,2011,Energy sales,Government,Southern,4393
2011-07,Central region - Minimum - (GW),14,2011,Energy sales,Industrial,Western,13517
2011-08,Eastern region - Minimum (GW),10.4,2011,Energy sales,Sum by regions,Central,90799
2011-08,Eastern region - Average (GW),12.5,2011,Energy sales,Residential,Eastern,25189
2011-08,Western region - Maximum - (GW),14.5,2011,Energy sales,Commercial,Sum by category,47185
2011-08,Central region - Minimum - (GW),14.5,2011,Energy sales,Industrial,Central,6430
2011-08,Southern region - Maximum - (GW),3.5,2011,Energy sales,Industrial,Sum by category,58197
2011-09,Central region - Average - (GW),11,2011,Energy sales,Others,Southern,1896
2011-09,Southern region - Minimum - (GW),2.1,2011,Energy sales,Sum by regions,Eastern,83880
2011-09,Southern region - Maximum - (GW),3.4,2011,Energy sales,Residential,Western,44575
2011-09,Southern region - Average - (GW),2.9,2011,Energy sales,Commercial,Eastern,9156
2011-10,Western region - Average - (GW),9.8,2011,Energy sales,Commercial,Sum by category,46820
2011-10,Central region - Average - (GW),8.2,2011,Energy sales,Industrial,Western,6608
2011-11,Eastern region - Minimum (GW),7.2,2011,Energy sales,Sum by regions,Central,83989
2011-11,Central region - Maximum - (GW),4.1,2011,Energy sales,Sum by regions,Southern,28941
2011-12,Central region - Average - (GW),6.6,2011,Energy sales,Sum by regions,Western,84353
2011-12,Southern region - Average - (GW),2.2,2011,Customers numbers,Residential,Central,1173525
2012-01,Western region - Average - (GW),5.2,2012,Customers numbers,Government,Southern,14019
2012-01,Southern region - Minimum - (GW),1.6,2012,Customers numbers,Others,Southern,14236
2012-02,Eastern region - Average (GW),6,2012,Customers numbers,Sum by regions,Eastern,805488
2012-03,Western region - Average - (GW),6.5,2012,Customers numbers,Sum by regions,Southern,595766
2012-04,Eastern region - Minimum (GW),5,2012,Customers numbers,Residential,Central,1220291
2012-04,Western region - Minimum - (GW),5,2012,Customers numbers,Government,Central,32768
2012-04,Western region - Maximum - (GW),10.8,2012,Customers numbers,Government,Eastern,15656
2012-04,Western region - Average - (GW),8.3,2012,Customers numbers,Government,Western,38837
2012-04,Southern region - Average - (GW),2.7,2012,Customers numbers,Industrial,Eastern,1891
2012-05,Western region - Minimum - (GW),7.6,2012,Customers numbers,Others,Southern,14901
2012-05,Central region - Maximum - (GW),12.9,2012,Customers numbers,Sum by regions,Southern,630590
2012-06,Western region - Minimum - (GW),9.3,2012,Customers numbers,Sum by regions,Sum by category,4969001
2012-06,Southern region - Minimum - (GW),2.6,2012,Customers numbers,Industrial,Central,2152
2012-07,Eastern region - Minimum (GW),10.5,2012,Customers numbers,Industrial,Eastern,2007
2012-11,Central region - Maximum - (GW),10.9,2012,Customers numbers,Industrial,Southern,265
2012-12,Western region - Average - (GW),6.4,2012,Customers numbers,Industrial,Western,2351
2012-12,Central region - Maximum - (GW),9.4,2012,Customers numbers,Sum by regions,Sum by category,5196015
2012-12,Southern region - Average - (GW),2.5,2012,Customers numbers,Government,Western,41242
2013-01,Central region - Minimum - (GW),4.5,2013,Customers numbers,Others,Western,29722
2013-01,Southern region - Minimum - (GW),1.8,2013,Customers numbers,Sum by regions,Southern,704140
2013-01,Southern region - Maximum - (GW),3.1,2013,Customers numbers,Residential,Central,1380254
2013-02,Central region - Average - (GW),6.2,2013,Customers numbers,Commercial,Western,237493
2013-03,Central region - Minimum - (GW),4.5,2013,Customers numbers,Government,Central,40522
2013-05,Western region - Minimum - (GW),7.3,2013,Customers numbers,Sum by regions,Western,2183003
2013-06,Southern region - Average - (GW),3.6,2013,Customers numbers,Residential,Central,1460216
2013-07,Southern region - Minimum - (GW),3.1,2013,Customers numbers,Commercial,Eastern,189176
2013-08,Eastern region - Average (GW),13.4,2013,Customers numbers,Industrial,Eastern,2148
2013-09,Southern region - Maximum - (GW),4.1,2013,Customers numbers,Sum by regions,Eastern,1043249
2013-10,Eastern region - Average (GW),10.9,2013,Customers numbers,Residential,Eastern,853716
2013-10,Central region - Minimum - (GW),6.1,2013,Customers numbers,Residential,Southern,709090
2013-11,Eastern region - Minimum (GW),8,2013,Customers numbers,Commercial,Central,351242
2014-01,Eastern region - Minimum (GW),8.3,2014,Customers numbers,Government,Sum by category,119935
2014-01,Eastern region - Maximum (GW),10.8,2014,Customers numbers,Industrial,Eastern,2173
2014-01,Western region - Minimum - (GW),4.5,2014,Customers numbers,Others,Central,69305
2014-03,Southern region - Average - (GW),2.9,2014,Customers numbers,Residential,Eastern,918160
2014-04,Eastern region - Minimum (GW),9.1,2014,Customers numbers,Residential,Sum by category,5347126
2014-05,Southern region - Minimum - (GW),2.7,2014,Customers numbers,Commercial,Southern,104575
2014-08,Central region - Average - (GW),14.9,2014,Customers numbers,Industrial,Central,2990
2014-10,Central region - Average - (GW),10.5,2014,Customers numbers,Industrial,Eastern,2236
2014-12,Eastern region - Minimum (GW),8.9,2014,Customers numbers,Industrial,Western,2731
2014-12,Central region - Average - (GW),7.1,2014,Customers numbers,Industrial,Sum by category,8281
2014-12,Southern region - Average - (GW),2.9,2014,Customers numbers,Residential,Western,2117340
2015-02,Western region - Minimum - (GW),4.6,2015,Customers numbers,Residential,Sum by category,5685355
2015-02,Western region - Maximum - (GW),9.2,2015,Customers numbers,Commercial,Eastern,228662
2015-02,Central region - Minimum - (GW),5.5,2015,Customers numbers,Government,Southern,26350
2015-04,Eastern region - Average (GW),12.6,2015,Customers numbers,Industrial,Eastern,2326
2015-04,Western region - Minimum - (GW),6,2015,Customers numbers,Industrial,Southern,332
2015-05,Eastern region - Maximum (GW),16.6,2015,Customers numbers,Others,Central,77545
2015-05,Central region - Minimum - (GW),10.2,2015,Customers numbers,Sum by regions,Sum by category,7159368
2015-06,Eastern region - Minimum (GW),13.5,2015,Customers numbers,Residential,Central,1865973
2015-06,Central region - Minimum - (GW),13,2015,Customers numbers,Residential,Southern,855009
2015-06,Central region - Average - (GW),15.5,2015,Customers numbers,Commercial,Western,472004
2015-07,Eastern region - Maximum (GW),17.6,2015,Customers numbers,Government,Eastern,23035
2015-07,Southern region - Minimum - (GW),3.3,2015,Customers numbers,Sum by regions,Central,2473073
2015-08,Southern region - Average - (GW),4.3,2015,Customers numbers,Sum by regions,Southern,1048404
2015-09,Eastern region - Minimum (GW),13.4,2015,Customers numbers,Sum by regions,Western,2742328
2015-09,Eastern region - Average (GW),14.5,2015,Customers numbers,Residential,Sum by category,6433895
2015-09,Central region - Average - (GW),14.6,2015,Customers numbers,Commercial,Eastern,256713
2015-10,Western region - Maximum - (GW),15.1,2015,Customers numbers,Government,Western,43682
2015-10,Southern region - Maximum - (GW),4.7,2015,Customers numbers,Industrial,Southern,388
2015-11,Western region - Minimum - (GW),6.3,2015,Customers numbers,Industrial,Sum by category,9431
2015-11,Southern region - Average - (GW),3.4,2015,Customers numbers,Others,Central,86506
2015-12,Eastern region - Minimum (GW),9.7,2015,Customers numbers,Residential,Central,2111715
